FoodID,Calories_per_100g,Protein_g_per_100g,Fat_g_per_100g,Carbs_g_per_100g,Fiber_g_per_100g,Vit_A_IU_per_100g,Vit_C_mg_per_100g,Vit_D_ug_per_100g,Vit_E_mg_per_100g,Vit_B1_mg_per_100g,Iron_mg_per_100g,Calcium_mg_per_100g,Potassium_mg_per_100g,Polyphenols_mg_per_100g,Phytosterols_mg_per_100g
F007796,345.8,8.0,4.1,70.4,2.4,420.51,65.93,5.77,2.37,0.264,12.79,99.05,407.62,138.42,169.05
F007797,246.9,15.6,12.1,0.0,0.0,464.68,73.78,2.8,9.16,0.98,7.25,382.01,138.34,147.43,61.02
F007798,66.7,0.9,0.5,22.9,3.4,286.45,79.82,0.65,6.39,0.629,7.65,285.65,452.14,290.13,65.29
F007799,38.5,0.3,0.7,21.5,1.5,891.21,2.25,2.91,3.04,0.42,11.04,210.97,565.02,250.33,124.06
F007800,306.1,20.3,1.6,59.4,5.1,477.95,38.55,4.03,3.75,0.36,11.63,17.76,228.48,242.2,80.25
F007801,356.6,6.5,1.1,72.5,1.1,832.7,15.62,7.14,0.94,0.595,5.02,219.15,533.65,137.44,112.33
F007802,83.3,2.6,0.5,14.7,2.2,565.25,44.1,6.96,3.37,0.851,7.67,329.87,708.3,294.17,45.52
F007803,861.1,0.0,99.8,0.0,0.0,165.37,55.35,0.59,1.62,0.262,9.7,124.75,698.1,245.55,59.95
F007804,853.1,0.0,90.8,0.0,0.0,382.45,20.82,5.61,1.18,1.214,1.4,361.16,764.29,109.01,24.11
F007805,325.1,18.4,4.5,52.2,7.9,21.54,27.9,2.25,1.81,0.067,13.2,105.06,650.78,270.97,2.89
F007806,327.6,24.5,3.4,56.0,10.9,573.3,51.51,0.4,4.65,1.481,12.77,376.11,570.26,272.92,144.65
F007807,306.5,9.3,5.9,50.6,22.1,131.93,2.92,3.49,8.15,0.886,1.05,353.16,726.56,66.76,74.38
F007808,127.9,1.9,0.9,37.3,0.0,963.55,0.6,4.23,9.37,0.595,12.79,282.84,292.68,82.07,98.52
F007809,360.0,8.0,1.9,72.8,3.0,228.14,8.46,7.69,5.28,1.409,2.08,14.41,61.1,2.1,44.44
F007810,71.8,0.6,0.5,8.3,4.7,748.28,72.89,2.21,4.79,0.275,5.38,306.67,104.8,153.12,103.19
F007811,843.3,0.0,95.3,0.0,0.0,1117.86,6.86,7.93,6.73,0.129,12.89,307.01,701.44,172.83,76.91
F007812,501.8,14.0,59.9,23.0,9.5,985.59,61.36,4.43,8.33,1.219,9.51,67.24,444.6,202.83,87.58
F007813,161.7,16.0,10.5,0.0,0.0,303.62,67.01,2.46,2.24,0.292,8.64,165.86,254.03,195.08,139.55
F007814,78.2,1.8,0.4,17.3,1.4,747.07,38.36,7.55,9.34,0.245,3.14,223.29,426.4,213.44,0.84
F007815,317.8,10.4,13.5,40.1,22.5,802.12,60.61,6.47,2.58,0.251,2.02,206.57,486.26,119.4,89.59
F007816,175.9,29.6,19.5,0.0,0.0,439.58,42.47,1.65,3.39,0.247,1.96,12.0,20.98,77.17,32.73
F007817,168.8,2.8,4.5,35.3,0.0,582.16,50.26,3.99,2.7,0.828,13.51,373.19,108.32,247.33,142.89
F007818,161.9,0.3,4.0,6.9,0.0,1030.38,36.32,6.79,4.63,0.639,7.83,18.14,675.55,113.62,49.27
F007819,328.2,8.4,7.7,58.9,12.5,323.99,39.16,0.07,7.02,0.013,4.89,350.71,223.91,86.26,21.28
F007820,62.0,4.4,3.9,36.9,0.0,143.0,73.73,6.05,4.09,0.856,8.35,369.79,727.08,264.9,199.18
F007821,599.1,20.1,54.5,12.8,9.0,202.29,31.8,4.54,2.19,0.634,12.6,68.28,787.09,296.93,2.46
F007822,400.0,10.2,13.5,30.3,12.2,1079.46,74.87,2.83,1.31,0.998,0.09,275.46,688.39,78.52,2.92
F007823,274.0,8.6,6.4,47.1,11.1,521.28,63.9,3.8,0.73,0.973,14.69,271.63,206.79,163.2,147.67
F007824,329.2,7.2,4.7,70.7,2.8,980.27,23.99,7.53,8.5,1.396,1.24,234.94,40.54,163.66,46.11
F007825,32.8,0.7,0.9,15.4,2.9,1092.84,37.0,7.54,9.23,1.157,2.86,122.76,660.55,261.59,103.64
F007826,302.5,5.2,13.9,51.1,23.0,121.25,42.56,5.62,3.21,0.784,0.9,90.48,280.19,183.47,119.55
F007827,152.8,10.7,15.0,4.6,0.0,1026.76,5.64,2.97,6.78,0.28,0.07,102.35,385.79,71.36,138.99
F007828,277.5,8.3,13.8,5.7,0.0,279.98,23.33,0.4,9.5,1.099,13.16,314.66,354.17,122.15,95.16
F007829,206.1,24.2,11.5,0.0,0.0,431.55,16.8,2.61,4.56,0.739,10.68,360.29,734.5,182.62,196.66
F007830,144.8,20.0,9.6,6.6,0.0,1142.82,56.49,1.44,0.09,0.523,4.71,63.8,758.62,90.65,108.02
F007831,47.1,0.5,0.7,10.4,3.1,246.14,66.73,7.85,7.77,0.326,4.3,120.41,550.21,53.27,41.96
F007832,42.3,0.4,0.2,16.8,2.8,1177.24,66.4,7.94,3.38,0.105,6.83,282.75,48.37,157.32,2.63
F007833,897.7,0.0,94.2,0.0,0.0,996.61,28.47,0.42,0.48,1.096,1.48,148.66,617.14,89.42,50.85
F007834,236.0,18.6,11.3,0.0,0.0,498.14,53.42,2.74,6.56,0.939,6.41,31.13,686.97,291.99,125.41
F007835,348.1,10.4,1.0,74.6,2.0,77.59,48.09,5.41,5.76,1.491,12.36,23.02,347.93,178.48,15.99
F007836,307.9,25.0,1.4,53.7,7.4,611.76,11.62,1.92,9.39,0.873,7.53,273.31,480.39,247.89,167.35
F007837,205.4,7.7,5.4,6.8,0.0,252.73,7.01,2.18,3.35,0.427,6.15,270.03,478.04,208.12,74.71
F007838,50.9,4.9,0.5,9.4,4.3,1070.53,60.97,1.62,7.76,0.208,11.6,212.08,306.68,13.11,23.08
F007839,72.7,0.9,1.4,6.7,4.6,1033.78,10.43,1.91,8.16,0.291,0.37,145.65,489.42,178.45,110.8
F007840,845.7,0.0,92.8,0.0,0.0,998.61,11.82,6.23,0.38,0.147,14.09,258.18,281.03,161.6,15.66
F007841,333.5,21.8,4.3,60.0,11.8,553.31,37.27,7.33,8.58,0.003,1.84,196.13,368.82,163.08,17.89
F007842,154.4,2.5,2.3,31.9,0.0,609.7,13.58,2.27,3.57,0.69,8.81,377.6,29.85,68.64,181.14
F007843,324.5,7.6,2.4,76.9,2.7,46.1,42.17,1.17,8.01,0.869,1.0,145.52,386.71,256.95,28.28
F007844,349.8,18.7,1.1,57.1,5.1,21.41,71.04,6.0,6.5,1.063,8.53,267.89,682.87,132.98,110.92
F007845,141.3,28.9,4.1,0.0,0.0,705.0,73.8,2.86,3.32,0.885,12.01,316.93,239.66,178.41,1.06
F007846,214.8,24.0,18.0,0.0,0.0,1109.81,20.06,7.53,1.01,1.427,6.85,103.72,756.03,43.56,159.41
F007847,357.8,7.3,3.1,74.7,2.2,954.13,78.54,3.86,1.17,1.244,12.98,161.81,603.93,48.57,85.18
F007848,626.5,25.3,49.6,21.6,5.8,370.61,59.26,3.82,0.93,0.285,9.36,325.46,88.63,110.23,142.0
F007849,349.5,24.8,2.8,53.0,9.5,29.52,27.95,7.96,9.68,0.072,4.55,175.4,331.92,161.38,80.69
F007850,823.7,0.0,99.2,0.0,0.0,540.09,72.99,0.3,7.67,0.88,5.03,83.77,77.01,196.97,189.41
F007851,432.1,9.7,14.7,52.5,23.4,105.83,26.76,4.05,3.52,1.399,8.04,362.84,85.93,108.49,56.75
F007852,49.3,5.5,1.0,13.4,4.7,38.14,10.84,0.62,4.81,0.868,8.61,294.22,458.42,217.42,100.83
F007853,338.6,23.4,1.4,51.8,9.2,387.85,31.65,5.33,5.83,0.763,3.61,38.07,399.93,111.87,104.32
F007854,147.3,0.3,4.1,22.4,0.0,525.33,38.57,0.1,7.72,0.511,4.81,33.14,403.82,279.16,77.17
F007855,94.7,11.6,7.6,2.4,0.0,512.39,43.57,5.28,8.87,1.001,6.54,268.74,30.65,279.05,105.16
F007856,341.8,8.7,10.9,59.9,18.2,368.03,72.01,5.11,4.26,0.013,9.14,173.54,664.15,218.27,46.3
F007857,341.8,6.9,3.0,71.3,2.9,858.62,26.6,4.61,3.0,0.983,6.91,118.09,573.02,219.82,112.6
F007858,300.6,18.4,3.6,51.8,8.2,57.57,9.04,0.77,6.22,0.071,3.8,20.65,652.3,130.05,92.71
F007859,343.5,9.2,1.7,72.9,1.5,343.09,53.66,3.45,7.35,1.37,12.53,191.39,76.12,3.33,141.77
F007860,66.8,1.2,1.0,8.3,1.0,243.61,10.06,1.26,5.93,1.038,10.82,118.56,331.7,48.89,192.24
F007861,541.0,23.7,44.7,15.6,7.6,677.64,21.28,1.71,0.57,0.905,0.11,199.81,92.2,46.56,5.25
F007862,552.1,13.6,49.4,10.7,10.4,507.99,62.17,7.0,8.57,0.854,8.83,7.58,621.42,3.26,26.22
F007863,821.9,0.0,98.9,0.0,0.0,524.69,69.63,7.02,2.88,1.073,8.92,379.32,408.28,23.52,144.76
F007864,313.8,21.9,1.0,59.0,9.2,364.71,8.82,7.85,5.46,0.93,1.76,184.96,61.02,155.87,28.02
F007865,882.9,0.0,99.5,0.0,0.0,127.83,24.69,6.87,7.89,0.827,1.51,245.78,546.9,104.23,10.64
F007866,121.4,15.1,17.8,0.0,0.0,50.88,63.86,5.32,5.97,0.979,9.61,43.49,730.37,4.17,128.7
F007867,49.2,2.2,0.7,17.6,4.2,1195.12,38.51,1.05,3.62,1.141,13.7,36.46,169.67,176.04,135.35
F007868,339.0,7.3,4.4,77.9,1.7,792.15,74.52,5.97,7.42,0.929,14.49,260.11,21.79,34.05,151.93
F007869,181.2,17.7,16.4,3.3,0.0,472.78,27.49,2.27,1.08,0.497,2.45,269.23,87.34,268.43,81.02
F007870,184.9,8.5,3.3,5.1,0.0,944.06,56.66,4.9,8.54,1.187,5.72,64.54,68.36,170.22,176.54
F007871,623.7,20.3,56.5,20.2,11.4,393.42,20.06,7.02,9.5,0.903,14.2,250.55,580.37,265.75,173.63
F007872,846.0,0.0,95.0,0.0,0.0,465.83,12.11,3.24,7.12,0.724,1.55,334.31,555.43,283.0,142.24
F007873,19.4,0.3,0.4,25.5,0.0,1157.21,17.61,5.74,3.86,0.951,11.94,304.32,174.69,95.14,183.87
F007874,21.9,4.0,0.7,14.6,5.5,874.2,57.48,7.64,2.93,0.91,13.55,17.09,223.48,100.99,80.24
F007875,144.5,2.9,4.1,16.5,0.0,654.58,21.11,7.37,4.87,0.213,8.31,243.24,200.04,271.95,3.06
F007876,350.3,8.9,3.2,77.2,1.3,180.03,39.74,3.13,9.3,1.444,12.12,259.28,570.75,232.8,105.88
F007877,898.1,0.0,99.1,0.0,0.0,744.49,22.92,7.45,2.15,1.3,10.78,50.66,397.67,80.3,134.81
F007878,207.0,22.5,1.4,4.2,0.0,529.15,22.69,7.91,6.67,0.342,5.05,224.68,639.12,157.73,6.33
F007879,328.0,21.1,4.8,50.9,7.5,782.66,7.3,1.8,3.02,1.302,14.28,52.78,137.42,177.13,190.94
F007880,313.5,6.8,11.7,35.4,19.8,1062.49,5.13,4.02,2.33,0.649,12.76,285.37,258.11,18.98,103.56
F007881,83.3,1.8,0.8,13.9,3.7,113.29,32.51,1.82,6.06,0.046,6.03,334.67,506.76,225.24,12.02
F007882,72.5,1.5,0.8,17.3,4.1,1195.1,19.7,4.61,9.35,0.922,12.77,312.13,272.73,226.85,150.51
F007883,37.0,1.1,0.7,21.6,3.0,1154.97,18.64,6.86,1.94,0.599,3.95,264.29,638.24,19.78,164.72
F007884,576.7,22.5,57.5,17.7,10.5,973.17,11.7,1.75,7.95,0.081,12.67,340.28,595.25,215.12,97.24
F007885,333.0,23.2,4.1,51.8,10.8,552.28,41.56,1.07,9.46,1.497,6.01,193.15,746.99,61.25,161.82
F007886,85.6,1.5,0.2,16.9,2.8,973.27,62.41,7.45,9.82,0.555,8.02,359.07,68.77,91.68,31.0
F007887,528.4,17.5,53.2,20.5,11.3,22.48,38.4,5.15,4.49,1.464,3.06,376.96,613.17,22.25,189.31
F007888,351.2,9.7,1.7,76.9,2.4,1146.72,33.95,7.79,7.05,0.131,13.51,151.73,13.46,17.33,137.52
F007889,346.7,22.3,2.6,53.6,6.7,227.35,58.31,6.3,6.37,1.198,13.72,156.01,311.07,97.05,115.67
F007890,580.0,13.6,51.7,29.4,11.4,105.17,3.13,0.63,8.13,1.108,5.46,365.74,735.2,66.24,156.39
F007891,863.0,0.0,93.3,0.0,0.0,102.91,40.17,1.33,1.71,1.17,13.89,190.15,703.56,86.35,178.37
F007892,52.9,2.7,0.5,7.2,4.7,772.43,42.37,2.25,2.96,0.935,8.62,310.9,67.52,181.76,192.3
F007893,522.2,26.9,41.7,21.9,6.7,292.39,40.88,5.16,1.45,1.333,14.38,251.7,93.46,100.13,109.21
F007894,608.0,18.1,56.3,15.1,10.6,778.08,13.13,1.1,2.49,0.074,7.46,159.09,354.62,44.57,69.28
F007895,241.0,9.8,9.6,9.7,0.0,573.78,27.79,3.23,2.81,0.288,10.08,335.16,297.38,114.54,93.73
F007896,101.9,3.4,1.4,24.7,0.0,665.59,31.33,4.24,1.54,1.095,13.14,292.55,707.75,79.36,91.69
F007897,313.6,8.2,8.6,48.3,14.7,910.54,40.46,1.27,5.85,0.503,14.67,303.28,685.49,23.92,141.84
F007898,88.9,19.2,20.8,2.8,0.0,530.9,11.57,5.15,6.28,0.163,8.76,80.94,241.4,147.33,15.81
F007899,139.0,1.3,1.7,21.6,0.0,209.38,13.14,6.95,7.48,0.563,3.39,333.5,483.45,275.59,114.8
F007900,199.7,1.9,0.9,28.0,0.0,892.38,55.44,1.12,0.11,0.485,9.94,132.37,739.63,262.13,173.39
F007901,350.6,18.4,2.4,53.7,8.1,508.16,29.23,1.49,0.45,0.871,13.47,161.92,92.72,96.55,122.55
F007902,816.3,0.0,96.0,0.0,0.0,1108.25,60.32,2.61,9.99,1.284,0.98,113.72,28.1,42.07,143.22
F007903,35.5,2.2,0.3,11.5,5.4,1008.72,7.9,6.53,0.03,1.338,7.61,385.45,462.91,173.12,141.48
F007904,811.8,0.0,99.5,0.0,0.0,761.72,25.97,3.08,4.16,0.666,13.47,106.51,323.05,162.53,12.23
F007905,12.4,1.4,0.2,2.9,4.9,313.36,22.59,5.72,3.65,0.892,10.52,359.11,473.76,85.98,104.27
F007906,353.0,9.1,2.6,70.1,2.2,509.55,42.64,0.61,6.03,0.962,9.65,279.86,691.6,71.92,32.61
F007907,77.3,4.8,0.2,19.2,3.9,271.61,75.95,7.87,8.98,1.368,3.19,290.75,416.21,39.23,74.08
F007908,97.7,1.9,0.9,12.0,2.1,808.29,72.7,1.8,9.0,0.679,5.95,221.59,150.05,50.74,141.46
F007909,853.0,0.0,94.6,0.0,0.0,1132.16,55.65,2.39,7.29,0.543,11.02,394.22,575.26,273.75,134.11
F007910,161.1,24.9,9.1,0.0,0.0,258.61,75.42,2.57,6.0,0.678,3.87,282.73,784.35,235.42,97.84
F007911,333.3,24.8,3.1,56.2,6.4,303.69,31.6,7.89,9.96,1.364,12.24,248.89,92.65,244.85,109.4
F007912,150.0,27.7,7.6,0.0,0.0,446.22,0.79,6.02,9.08,0.691,14.72,175.07,229.89,216.62,131.8
F007913,191.1,26.7,8.0,0.0,0.0,1034.21,39.26,2.93,6.48,0.547,2.09,123.64,778.01,260.71,152.36
F007914,215.6,22.7,20.4,4.1,0.0,442.16,5.76,2.03,5.47,1.028,6.59,208.29,613.91,137.69,148.18
F007915,544.1,10.1,56.6,22.5,9.2,304.38,52.22,7.68,6.75,0.591,8.47,52.48,784.12,97.26,81.91
F007916,146.6,13.6,20.6,6.3,0.0,329.12,70.49,4.41,1.67,0.603,13.89,56.27,204.71,250.93,47.11
F007917,647.8,19.1,45.0,23.5,6.6,436.12,23.06,1.67,0.58,1.085,10.37,312.88,471.16,122.29,93.12
F007918,813.2,0.0,94.4,0.0,0.0,352.58,10.39,2.43,2.46,1.178,14.85,108.83,536.19,139.0,196.42
F007919,157.2,4.8,4.6,9.5,0.0,618.45,50.46,2.52,0.24,0.213,11.24,196.65,317.73,100.02,94.38
F007920,509.2,30.0,48.4,11.5,9.0,588.38,38.88,5.86,9.94,0.045,4.48,359.21,557.1,26.14,126.2
F007921,340.3,24.4,3.5,56.3,6.4,554.39,76.35,0.6,5.55,0.31,7.78,263.5,102.6,279.74,194.35
F007922,435.8,6.6,6.6,35.1,14.8,513.37,44.61,1.87,3.84,0.146,0.51,380.84,572.9,55.06,137.61
F007923,106.7,26.6,11.8,0.0,0.0,111.97,31.98,2.8,8.63,0.578,11.65,117.07,24.81,126.11,114.65
F007924,36.7,1.2,0.2,10.2,2.0,67.44,41.4,2.48,7.0,0.272,7.44,54.18,224.92,87.02,126.24
F007925,99.6,1.8,0.2,17.4,2.1,490.31,45.74,3.75,2.29,0.743,11.58,90.69,412.76,173.33,99.07
F007926,564.1,26.6,42.8,26.7,10.2,1106.46,75.37,6.17,9.26,0.641,10.6,290.75,455.87,162.97,134.71
F007927,153.0,5.7,19.0,8.5,0.0,560.77,41.79,4.08,0.68,1.063,9.09,198.51,236.13,185.05,18.16
F007928,60.3,3.0,3.6,39.8,0.0,78.79,31.55,7.96,6.86,0.839,0.38,386.39,303.69,273.88,118.5
F007929,188.3,16.8,15.2,0.0,0.0,158.88,28.17,0.03,3.06,0.621,13.15,327.17,140.75,243.06,152.11
F007930,411.0,6.8,6.0,54.0,14.2,566.64,20.99,6.44,5.39,0.99,4.16,396.08,506.9,11.25,132.85
F007931,248.6,21.2,16.2,5.4,0.0,267.32,37.81,6.18,0.79,0.077,1.35,168.55,618.02,92.01,13.19
F007932,578.3,29.1,60.0,11.9,10.7,1022.69,1.49,1.29,5.54,1.053,1.05,165.51,277.14,7.13,136.21
F007933,212.7,24.7,16.1,0.0,0.0,1190.91,60.38,1.67,4.78,0.002,12.96,252.76,510.26,201.16,102.98
F007934,894.5,0.0,94.5,0.0,0.0,745.04,39.78,5.5,6.4,0.567,13.25,185.73,425.5,108.64,158.38
F007935,135.0,23.3,7.9,0.0,0.0,1163.62,28.73,1.83,5.98,0.838,1.56,303.37,506.83,83.96,173.18
F007936,841.4,0.0,95.9,0.0,0.0,6.23,19.92,2.65,7.24,1.369,8.6,197.61,744.14,8.5,2.36
F007937,185.6,7.8,7.3,2.4,0.0,592.45,53.27,6.16,1.42,0.733,11.95,331.33,106.43,24.34,155.87
F007938,360.9,11.0,1.6,73.2,1.9,441.78,57.32,4.96,5.57,0.72,0.02,372.53,52.57,101.56,25.02
F007939,248.2,28.5,16.8,0.0,0.0,679.4,40.63,6.08,4.18,1.151,4.91,257.41,14.82,135.68,196.39
F007940,229.1,15.7,12.5,0.0,0.0,621.35,42.18,0.73,4.2,0.149,9.11,364.64,263.5,284.38,72.75
F007941,83.2,8.6,20.8,8.7,0.0,391.06,79.94,6.98,9.72,0.626,12.73,391.24,631.74,287.09,110.49
F007942,77.2,1.1,0.4,12.8,1.7,345.8,5.3,3.26,2.96,1.374,7.09,170.21,705.32,13.11,46.7
F007943,603.2,26.2,58.1,17.6,6.1,366.89,64.19,6.43,2.29,1.201,10.47,310.18,517.01,272.68,167.23
F007944,353.2,19.2,4.6,57.3,10.6,1136.88,74.69,2.3,2.58,0.088,8.19,294.03,540.92,142.74,107.55
F007945,890.8,0.0,90.8,0.0,0.0,146.01,46.76,7.73,4.88,1.485,1.19,179.31,320.85,177.47,148.83
F007946,306.3,24.5,3.3,57.3,5.7,1048.11,57.47,0.99,3.09,0.532,10.98,42.02,640.3,270.16,73.26
F007947,630.6,10.3,58.4,29.2,5.5,63.04,76.62,5.22,1.02,0.031,13.24,13.06,615.85,38.79,37.84
F007948,892.6,0.0,97.2,0.0,0.0,364.37,27.77,0.45,1.05,0.561,6.58,322.69,351.1,208.89,140.51
F007949,110.9,16.8,14.7,0.0,0.0,926.85,63.02,7.4,7.35,1.241,9.32,253.87,215.72,242.3,71.26
F007950,591.7,16.6,55.6,19.8,5.9,3.7,7.43,5.01,0.37,1.322,6.62,313.55,653.24,11.65,122.09
F007951,43.1,1.2,0.4,11.5,3.0,275.69,7.15,1.9,4.77,0.357,11.04,168.72,358.32,82.44,83.29
F007952,818.9,0.0,90.7,0.0,0.0,441.07,78.21,1.63,7.9,1.41,3.09,2.05,215.72,228.89,148.98
F007953,175.8,17.6,7.5,0.0,0.0,590.71,51.84,5.6,9.55,0.078,14.49,140.87,737.8,229.7,138.62
F007954,89.2,4.3,1.4,19.2,3.0,1188.91,31.4,4.58,9.44,0.665,14.64,37.88,372.12,206.22,15.01
F007955,207.9,19.2,8.6,0.0,0.0,745.02,61.73,5.9,1.36,0.656,10.97,257.41,418.8,95.04,140.76
F007956,553.0,11.0,58.1,17.1,7.8,1021.65,27.36,0.95,9.43,0.208,6.19,174.78,457.19,45.01,119.66
F007957,249.7,21.3,15.2,0.0,0.0,479.7,19.09,2.5,3.67,1.496,8.73,257.35,84.71,194.94,22.4
F007958,352.7,22.4,1.7,56.8,6.3,195.24,10.9,5.59,3.97,1.399,6.8,81.14,769.65,186.24,1.28
F007959,319.1,22.3,1.7,59.5,11.8,392.59,1.48,0.35,9.62,0.808,6.06,140.65,732.97,219.57,49.78
F007960,35.2,1.4,0.1,17.4,4.1,855.71,68.16,4.11,4.78,0.333,5.28,225.98,459.35,152.19,92.8
F007961,591.0,29.3,43.4,22.6,7.7,42.1,36.87,6.72,2.73,1.369,7.2,397.08,738.72,173.99,87.2
F007962,39.7,2.9,0.5,11.1,2.8,538.12,24.39,4.99,3.05,1.037,7.98,369.94,454.77,290.32,123.33
F007963,341.1,21.5,4.5,55.7,6.0,240.28,24.37,4.97,8.48,0.742,1.5,332.81,321.42,240.94,102.26
F007964,276.0,9.0,11.5,45.3,28.1,633.7,31.64,1.75,9.81,0.377,6.84,354.62,694.03,99.7,83.32
F007965,282.1,9.9,8.4,40.7,23.8,233.63,76.29,2.93,4.56,1.236,10.43,162.03,221.01,216.08,80.06
F007966,13.0,3.7,0.3,19.1,4.6,166.83,67.03,7.6,1.05,0.183,10.24,234.5,794.52,36.5,180.41
F007967,14.9,4.3,1.5,15.3,1.7,934.86,50.2,3.55,0.87,1.175,10.04,169.16,65.74,51.8,149.81
F007968,78.3,3.7,0.5,16.1,5.5,211.53,53.78,3.29,1.86,0.346,5.75,174.3,447.98,98.37,102.86
F007969,333.2,19.1,2.7,56.8,10.9,447.03,70.65,6.58,7.66,0.291,13.15,351.35,777.52,85.69,63.84
F007970,357.1,10.8,2.8,75.4,2.1,554.02,40.48,0.25,8.86,1.453,3.79,55.15,32.0,217.08,108.3
F007971,328.2,21.2,2.7,55.9,11.1,867.98,52.19,6.85,4.87,1.209,4.82,30.16,686.84,216.6,189.58
F007972,369.2,9.1,2.8,77.4,2.3,902.0,78.87,1.78,9.02,0.925,14.0,101.56,688.87,191.16,126.19
F007973,161.5,16.5,15.2,0.0,0.0,155.97,34.16,0.71,0.52,0.07,7.92,205.72,649.87,187.74,144.9
F007974,71.7,11.4,14.9,4.8,0.0,1076.96,57.02,0.76,7.3,1.345,9.16,271.34,691.89,48.38,101.93
F007975,302.3,23.8,1.5,53.0,9.8,1050.51,42.25,2.13,5.27,0.005,11.3,344.28,104.03,281.03,52.32
F007976,620.4,23.3,60.0,13.0,5.1,604.33,77.55,5.09,2.46,1.013,8.66,176.36,433.99,12.21,6.42
F007977,357.1,11.1,14.9,48.7,11.5,1032.57,76.37,7.48,8.01,0.578,12.48,139.21,579.95,59.0,113.96
F007978,96.2,0.9,0.5,24.4,3.3,610.07,67.87,1.92,7.62,0.093,10.18,249.22,337.57,220.76,57.82
F007979,310.8,24.6,3.1,54.7,8.5,959.78,33.56,2.49,9.34,0.392,6.29,257.08,301.19,3.29,110.13
F007980,883.4,0.0,92.6,0.0,0.0,981.15,34.96,0.72,8.66,0.943,8.72,211.09,665.01,207.26,59.34
F007981,848.8,0.0,91.8,0.0,0.0,412.81,45.65,3.46,1.13,0.802,10.57,128.24,714.64,126.75,34.93
F007982,502.9,11.5,54.3,27.5,11.4,198.32,7.13,7.45,8.51,0.647,0.97,257.65,438.14,184.73,6.69
F007983,84.2,2.2,1.3,14.9,3.4,85.44,38.47,3.26,2.28,1.256,11.86,82.22,658.95,23.17,59.48
F007984,36.5,5.7,1.0,19.0,4.1,575.23,70.24,6.01,3.95,0.733,4.58,219.44,105.47,219.66,118.63
F007985,64.3,6.2,16.9,3.2,0.0,431.14,3.65,5.87,4.83,1.263,2.75,64.78,48.55,206.42,145.39
F007986,841.8,0.0,95.0,0.0,0.0,380.55,7.55,7.67,7.89,1.274,5.32,172.18,52.76,32.92,107.13
F007987,44.3,2.5,0.9,3.0,2.2,524.85,28.79,0.34,8.21,0.67,5.46,255.82,500.13,98.33,10.74
F007988,48.1,1.4,0.6,11.4,4.9,182.9,19.88,1.11,6.13,1.267,2.92,304.02,725.64,186.27,43.95
F007989,239.6,10.1,8.6,7.6,0.0,1171.69,19.6,6.27,5.03,0.919,8.94,337.81,205.21,81.09,108.51
F007990,507.3,21.4,44.8,22.0,8.5,448.94,23.67,7.86,7.92,0.062,2.86,281.67,50.83,81.18,37.34
F007991,21.1,1.9,0.8,6.9,2.6,442.59,22.06,1.61,5.33,1.335,12.07,88.89,746.21,208.58,19.41
F007992,368.0,8.9,2.0,71.8,2.0,178.27,25.16,1.95,7.57,0.896,7.38,17.7,786.08,137.83,27.29
F007993,140.4,26.1,5.6,0.0,0.0,749.67,7.03,6.31,3.44,0.081,8.68,148.23,173.91,120.82,157.02
F007994,856.2,0.0,91.1,0.0,0.0,755.76,54.08,0.03,5.88,1.361,10.89,242.4,779.36,208.06,4.91
F007995,242.4,22.3,23.7,2.7,0.0,381.12,71.37,3.01,3.99,0.661,2.75,379.91,435.02,19.84,11.04
F007996,298.7,5.6,11.0,50.2,13.2,1076.7,41.37,7.3,6.92,0.77,10.49,240.46,224.99,298.86,48.91
F007997,140.6,23.6,18.6,0.0,0.0,998.51,11.05,6.82,4.25,1.254,6.43,396.15,755.92,11.83,23.96
F007998,590.5,19.4,59.6,13.8,5.3,1186.48,10.08,3.12,0.0,1.454,5.41,32.6,221.2,245.86,129.84
F007999,105.9,0.3,2.8,15.9,0.0,791.4,58.28,1.27,9.23,1.393,11.71,9.33,84.77,286.73,25.5
F008000,73.7,3.1,1.2,10.2,1.9,408.57,7.69,4.21,0.26,0.143,4.78,103.03,276.92,176.11,88.15
F008001,570.1,24.4,51.0,25.1,10.1,5.0,60.33,7.47,0.64,0.776,7.34,74.93,415.29,235.45,47.55
F008002,327.5,6.9,2.9,73.2,2.3,804.09,39.16,3.05,2.14,1.101,14.84,83.22,196.75,245.52,128.82
F008003,37.6,1.2,0.7,12.0,4.5,277.88,16.13,7.84,6.95,1.489,10.15,255.68,204.7,45.02,2.35
F008004,92.1,0.3,1.6,41.5,0.0,839.86,77.26,3.75,0.5,0.926,11.64,358.54,79.24,53.35,109.97
F008005,848.3,0.0,93.6,0.0,0.0,355.27,62.26,1.54,1.03,0.513,1.6,320.06,227.73,187.62,196.29
F008006,352.6,21.1,1.7,58.1,6.1,1168.76,13.46,5.78,5.28,1.301,5.96,329.73,417.95,12.98,165.72
F008007,19.3,5.7,1.1,13.3,5.9,1150.53,75.43,4.49,5.44,0.536,1.97,32.33,689.37,284.97,77.18
F008008,340.2,11.1,1.9,73.8,1.3,715.63,26.54,5.95,2.68,1.136,11.48,227.67,695.08,185.6,126.23
F008009,322.7,10.0,4.8,75.2,2.3,738.73,66.51,4.98,8.07,1.182,10.89,114.38,126.46,144.95,127.03
F008010,62.2,2.0,0.6,20.8,2.1,310.6,48.28,7.71,3.5,0.495,4.62,79.25,401.47,129.43,190.87
